indice_tiempo,region_de_destino,origen_visitantes,visitas,observaciones
2015-04-01,norte,residentes,6664,
2015-04-01,norte,total,7458,
2015-04-01,patagonia,no residentes,24473,
2015-04-01,patagonia,residentes,81064,
2015-04-01,patagonia,total,105538,
2015-05-01,buenos aires,no residentes,9,
2015-05-01,buenos aires,residentes,1174,
2015-05-01,buenos aires,total,1183,
2015-05-01,cordoba,no residentes,185,
2015-05-01,cordoba,residentes,1999,
2015-05-01,cordoba,total,2184,
2015-05-01,cuyo,no residentes,124,
2015-05-01,cuyo,residentes,2836,
2015-05-01,cuyo,total,2960,
2015-05-01,litoral,no residentes,32892,
2015-05-01,litoral,residentes,64746,
2015-05-01,litoral,total,97638,
2015-05-01,norte,no residentes,520,
2015-05-01,norte,residentes,7330,
2015-05-01,norte,total,7850,
2015-05-01,patagonia,no residentes,11281,
2015-05-01,patagonia,residentes,33925,
2015-05-01,patagonia,total,45206,
2015-06-01,buenos aires,no residentes,5,
2015-06-01,buenos aires,residentes,895,
2015-06-01,buenos aires,total,900,
2015-06-01,cordoba,no residentes,135,
2015-06-01,cordoba,residentes,939,
2015-06-01,cordoba,total,1074,
2015-06-01,cuyo,no residentes,51,
2015-06-01,cuyo,residentes,1589,
2015-06-01,cuyo,total,1640,
2015-06-01,litoral,no residentes,29286,
2015-06-01,litoral,residentes,47760,
2015-06-01,litoral,total,77046,
2015-06-01,norte,no residentes,341,
2015-06-01,norte,residentes,6491,
2015-06-01,norte,total,6832,
2015-06-01,patagonia,no residentes,7917,
2015-06-01,patagonia,residentes,23846,
2015-06-01,patagonia,total,31762,
2015-07-01,buenos aires,no residentes,4,
2015-07-01,buenos aires,residentes,1855,
2015-07-01,buenos aires,total,1859,
2015-07-01,cordoba,no residentes,264,
2015-07-01,cordoba,residentes,1748,
2015-07-01,cordoba,total,2012,
2015-07-01,cuyo,no residentes,109,
2015-07-01,cuyo,residentes,9207,
2015-07-01,cuyo,total,9316,
2015-07-01,litoral,no residentes,44866,
2015-07-01,litoral,residentes,162069,
2015-07-01,litoral,total,206935,
2015-07-01,norte,no residentes,629,
2015-07-01,norte,residentes,22340,
2015-07-01,norte,total,22969,
2015-07-01,patagonia,no residentes,11387,
2015-07-01,patagonia,residentes,63043,
2015-07-01,patagonia,total,74431,
2015-08-01,buenos aires,no residentes,3,
2015-08-01,buenos aires,residentes,735,
2015-08-01,buenos aires,total,738,
2015-08-01,cordoba,no residentes,190,
2015-08-01,cordoba,residentes,1031,
2015-08-01,cordoba,total,1221,
2015-08-01,cuyo,no residentes,83,
2015-08-01,cuyo,residentes,3459,
2015-08-01,cuyo,total,3542,
2015-08-01,litoral,no residentes,40907,
2015-08-01,litoral,residentes,79349,
2015-08-01,litoral,total,120256,
2015-08-01,norte,no residentes,662,
2015-08-01,norte,residentes,9216,
2015-08-01,norte,total,9878,
2015-08-01,patagonia,no residentes,11413,
2015-08-01,patagonia,residentes,49695,
2015-08-01,patagonia,total,61109,
2015-09-01,buenos aires,no residentes,13,
2015-09-01,buenos aires,residentes,1873,
2015-09-01,buenos aires,total,1886,
2015-09-01,cordoba,no residentes,48,
2015-09-01,cordoba,residentes,434,
2015-09-01,cordoba,total,482,
2015-09-01,cuyo,no residentes,122,
2015-09-01,cuyo,residentes,2846,
2015-09-01,cuyo,total,2968,
2015-09-01,litoral,no residentes,40258,
2015-09-01,litoral,residentes,105973,
2015-09-01,litoral,total,146231,
2015-09-01,norte,no residentes,584,
2015-09-01,norte,residentes,10448,
2015-09-01,norte,total,11032,
2015-09-01,patagonia,no residentes,17434,
2015-09-01,patagonia,residentes,69550,
2015-09-01,patagonia,total,86984,
2015-10-01,buenos aires,no residentes,7,
2015-10-01,buenos aires,residentes,1358,
2015-10-01,buenos aires,total,1365,
2015-10-01,cordoba,no residentes,155,
2015-10-01,cordoba,residentes,1341,
2015-10-01,cordoba,total,1496,
2015-10-01,cuyo,no residentes,144,
2015-10-01,cuyo,residentes,3197,
2015-10-01,cuyo,total,3341,
2015-10-01,litoral,no residentes,46246,
2015-10-01,litoral,residentes,107832,
2015-10-01,litoral,total,154078,
2015-10-01,norte,no residentes,540,
2015-10-01,norte,residentes,9544,
2015-10-01,norte,total,10084,
2015-10-01,patagonia,no residentes,33600,
2015-10-01,patagonia,residentes,103417,
2015-10-01,patagonia,total,137017,
2015-11-01,buenos aires,no residentes,13,
2015-11-01,buenos aires,residentes,1212,
2015-11-01,buenos aires,total,1225,
2015-11-01,cordoba,no residentes,229,
2015-11-01,cordoba,residentes,1288,
2015-11-01,cordoba,total,1517,
2015-11-01,cuyo,no residentes,258,
2015-11-01,cuyo,residentes,2088,
2015-11-01,cuyo,total,2346,
2015-11-01,litoral,no residentes,53015,
2015-11-01,litoral,residentes,81568,
2015-11-01,litoral,total,134583,
2015-11-01,norte,no residentes,974,
2015-11-01,norte,residentes,6047,
2015-11-01,norte,total,7021,
2015-11-01,patagonia,no residentes,65354,
2015-11-01,patagonia,residentes,88439,
2015-11-01,patagonia,total,153793,
2015-12-01,buenos aires,no residentes,10,
2015-12-01,buenos aires,residentes,825,
2015-12-01,buenos aires,total,835,
2015-12-01,cordoba,no residentes,191,
2015-12-01,cordoba,residentes,1052,
2015-12-01,cordoba,total,1243,
2015-12-01,cuyo,no residentes,248,
2015-12-01,cuyo,residentes,2392,
2015-12-01,cuyo,total,2640,
2015-12-01,litoral,no residentes,52242,
2015-12-01,litoral,residentes,60821,
2015-12-01,litoral,total,113063,
2015-12-01,norte,no residentes,713,
2015-12-01,norte,residentes,3473,
2015-12-01,norte,total,4185,
2015-12-01,patagonia,no residentes,67776,
2015-12-01,patagonia,residentes,98776,
2015-12-01,patagonia,total,166552,
2016-01-01,buenos aires,no residentes,9,
2016-01-01,buenos aires,residentes,713,
2016-01-01,buenos aires,total,722,
2016-01-01,cordoba,no residentes,167,
2016-01-01,cordoba,residentes,2143,
2016-01-01,cordoba,total,2310,
2016-01-01,cuyo,no residentes,215,
2016-01-01,cuyo,residentes,5953,
2016-01-01,cuyo,total,6168,
2016-01-01,litoral,no residentes,64183,
2016-01-01,litoral,residentes,106340,
2016-01-01,litoral,total,170523,
2016-01-01,norte,no residentes,692,
2016-01-01,norte,residentes,9176,
2016-01-01,norte,total,9867,
2016-01-01,patagonia,no residentes,79306,
2016-01-01,patagonia,residentes,355693,
2016-01-01,patagonia,total,434999,
2016-02-01,buenos aires,no residentes,0,
2016-02-01,buenos aires,residentes,539,
2016-02-01,buenos aires,total,539,
2016-02-01,cordoba,no residentes,116,
2016-02-01,cordoba,residentes,939,
2016-02-01,cordoba,total,1055,
2016-02-01,cuyo,no residentes,188,
2016-02-01,cuyo,residentes,3726,
2016-02-01,cuyo,total,3914,
2016-02-01,litoral,no residentes,57459,
2016-02-01,litoral,residentes,74113,
2016-02-01,litoral,total,131572,
2016-02-01,norte,no residentes,846,
2016-02-01,norte,residentes,4696,
2016-02-01,norte,total,5542,
2016-02-01,patagonia,no residentes,77924,
2016-02-01,patagonia,residentes,231623,
2016-02-01,patagonia,total,309547,
2016-03-01,buenos aires,no residentes,5,
2016-03-01,buenos aires,residentes,724,
2016-03-01,buenos aires,total,729,
2016-03-01,cordoba,no residentes,84,
2016-03-01,cordoba,residentes,1465,
2016-03-01,cordoba,total,1549,
2016-03-01,cuyo,no residentes,283,
2016-03-01,cuyo,residentes,3903,
2016-03-01,cuyo,total,4186,
2016-03-01,litoral,no residentes,50011,
2016-03-01,litoral,residentes,54540,
2016-03-01,litoral,total,104551,
2016-03-01,norte,no residentes,1384,
2016-03-01,norte,residentes,8014,
2016-03-01,norte,total,9398,
2016-03-01,patagonia,no residentes,56800,
2016-03-01,patagonia,residentes,147119,
2016-03-01,patagonia,total,203920,
2016-04-01,buenos aires,no residentes,8,
2016-04-01,buenos aires,residentes,210,
2016-04-01,buenos aires,total,218,
2016-04-01,cordoba,no residentes,153,
2016-04-01,cordoba,residentes,911,
2016-04-01,cordoba,total,1064,
2016-04-01,cuyo,no residentes,124,
2016-04-01,cuyo,residentes,1899,
2016-04-01,cuyo,total,2023,
2016-04-01,litoral,no residentes,36033,
2016-04-01,litoral,residentes,32805,
2016-04-01,litoral,total,68838,
2016-04-01,norte,no residentes,725,
2016-04-01,norte,residentes,4703,
2016-04-01,norte,total,5428,
2016-04-01,patagonia,no residentes,22583,
2016-04-01,patagonia,residentes,68403,
2016-04-01,patagonia,total,90985,
2016-05-01,buenos aires,no residentes,4,
2016-05-01,buenos aires,residentes,650,
2016-05-01,buenos aires,total,654,
2016-05-01,cordoba,no residentes,158,
2016-05-01,cordoba,residentes,1442,
2016-05-01,cordoba,total,1600,
2016-05-01,cuyo,no residentes,86,
2016-05-01,cuyo,residentes,1648,
2016-05-01,cuyo,total,1734,
2016-05-01,litoral,no residentes,28671,
2016-05-01,litoral,residentes,35983,
2016-05-01,litoral,total,64654,
2016-05-01,norte,no residentes,844,
2016-05-01,norte,residentes,9801,
2016-05-01,norte,total,10645,
2016-05-01,patagonia,no residentes,11552,
2016-05-01,patagonia,residentes,33336,
2016-05-01,patagonia,total,44888,
2016-06-01,buenos aires,no residentes,4,
2016-06-01,buenos aires,residentes,1023,
2016-06-01,buenos aires,total,1027,
2016-06-01,cordoba,no residentes,141,
2016-06-01,cordoba,residentes,833,
2016-06-01,cordoba,total,974,
2016-06-01,cuyo,no residentes,44,
2016-06-01,cuyo,residentes,2041,
2016-06-01,cuyo,total,2085,
2016-06-01,litoral,no residentes,24091,
2016-06-01,litoral,residentes,45106,
2016-06-01,litoral,total,69197,
2016-06-01,norte,no residentes,623,
2016-06-01,norte,residentes,10478,
2016-06-01,norte,total,11101,
2016-06-01,patagonia,no residentes,10325,
2016-06-01,patagonia,residentes,32023,
2016-06-01,patagonia,total,42348,
2016-07-01,buenos aires,no residentes,2,
2016-07-01,buenos aires,residentes,1047,
2016-07-01,buenos aires,total,1049,
2016-07-01,cordoba,no residentes,219,
2016-07-01,cordoba,residentes,2307,
2016-07-01,cordoba,total,2526,
2016-07-01,cuyo,no residentes,136,
2016-07-01,cuyo,residentes,10391,
2016-07-01,cuyo,total,10527,
2016-07-01,litoral,no residentes,40535,
2016-07-01,litoral,residentes,147288,
2016-07-01,litoral,total,187823,
2016-07-01,norte,no residentes,692,
2016-07-01,norte,residentes,25308,
2016-07-01,norte,total,26000,
2016-07-01,patagonia,no residentes,12578,
2016-07-01,patagonia,residentes,73824,
2016-07-01,patagonia,total,86402,
2016-08-01,buenos aires,no residentes,0,
2016-08-01,buenos aires,residentes,1422,
2016-08-01,buenos aires,total,1422,
2016-08-01,cordoba,no residentes,235,
2016-08-01,cordoba,residentes,1595,
2016-08-01,cordoba,total,1830,
2016-08-01,cuyo,no residentes,131,
2016-08-01,cuyo,residentes,2784,
2016-08-01,cuyo,total,2915,
2016-08-01,litoral,no residentes,37518,
2016-08-01,litoral,residentes,71680,
2016-08-01,litoral,total,109198,
2016-08-01,norte,no residentes,661,
2016-08-01,norte,residentes,13130,
2016-08-01,norte,total,13791,
2016-08-01,patagonia,no residentes,12924,
2016-08-01,patagonia,residentes,49716,
2016-08-01,patagonia,total,62640,
2016-09-01,buenos aires,no residentes,8,
2016-09-01,buenos aires,residentes,1655,
2016-09-01,buenos aires,total,1663,
2016-09-01,cordoba,no residentes,205,
2016-09-01,cordoba,residentes,1247,
2016-09-01,cordoba,total,1452,
2016-09-01,cuyo,no residentes,96,
2016-09-01,cuyo,residentes,2565,
2016-09-01,cuyo,total,2661,
2016-09-01,litoral,no residentes,38057,
2016-09-01,litoral,residentes,90923,
2016-09-01,litoral,total,128980,
2016-09-01,norte,no residentes,525,
2016-09-01,norte,residentes,13659,
2016-09-01,norte,total,14184,
2016-09-01,patagonia,no residentes,17338,
2016-09-01,patagonia,residentes,82857,
2016-09-01,patagonia,total,100195,
2016-10-01,buenos aires,no residentes,11,
2016-10-01,buenos aires,residentes,1341,
2016-10-01,buenos aires,total,1352,
2016-10-01,cordoba,no residentes,241,
2016-10-01,cordoba,residentes,2459,
2016-10-01,cordoba,total,2700,
2016-10-01,cuyo,no residentes,134,
2016-10-01,cuyo,residentes,3717,
2016-10-01,cuyo,total,3851,
2016-10-01,litoral,no residentes,45088,
2016-10-01,litoral,residentes,107488,
2016-10-01,litoral,total,152576,
2016-10-01,norte,no residentes,885,
2016-10-01,norte,residentes,16368,
2016-10-01,norte,total,17253,
2016-10-01,patagonia,no residentes,39989,
2016-10-01,patagonia,residentes,103646,
2016-10-01,patagonia,total,143635,
2016-11-01,buenos aires,no residentes,2,
2016-11-01,buenos aires,residentes,783,
2016-11-01,buenos aires,total,785,
2016-11-01,cordoba,no residentes,172,
2016-11-01,cordoba,residentes,1758,
2016-11-01,cordoba,total,1930,
2016-11-01,cuyo,no residentes,176,
2016-11-01,cuyo,residentes,2035,
2016-11-01,cuyo,total,2211,
2016-11-01,litoral,no residentes,50978,
2016-11-01,litoral,residentes,76100,
2016-11-01,litoral,total,127078,
2016-11-01,norte,no residentes,1123,
2016-11-01,norte,residentes,9943,
2016-11-01,norte,total,11066,
2016-11-01,patagonia,no residentes,78391,
2016-11-01,patagonia,residentes,83961,
2016-11-01,patagonia,total,162352,
2016-12-01,buenos aires,no residentes,8,
2016-12-01,buenos aires,residentes,390,
2016-12-01,buenos aires,total,398,
2016-12-01,cordoba,no residentes,229,
2016-12-01,cordoba,residentes,790,
2016-12-01,cordoba,total,1019,
2016-12-01,cuyo,no residentes,187,
2016-12-01,cuyo,residentes,1433,
2016-12-01,cuyo,total,1620,
2016-12-01,litoral,no residentes,51009,
2016-12-01,litoral,residentes,66053,
2016-12-01,litoral,total,117062,
2016-12-01,norte,no residentes,716,
2016-12-01,norte,residentes,6754,
2016-12-01,norte,total,7470,
2016-12-01,patagonia,no residentes,79457,
2016-12-01,patagonia,residentes,117072,
2016-12-01,patagonia,total,196529,
2017-01-01,buenos aires,no residentes,19,
2017-01-01,buenos aires,residentes,507,
2017-01-01,buenos aires,total,526,
2017-01-01,cordoba,no residentes,223,
2017-01-01,cordoba,residentes,2213,
2017-01-01,cordoba,total,2436,
2017-01-01,cuyo,no residentes,199,
2017-01-01,cuyo,residentes,4985,
2017-01-01,cuyo,total,5184,
2017-01-01,litoral,no residentes,62135,
2017-01-01,litoral,residentes,151355,
2017-01-01,litoral,total,213490,
2017-01-01,norte,no residentes,844,
2017-01-01,norte,residentes,10684,
2017-01-01,norte,total,11528,
2017-01-01,patagonia,no residentes,100516,
2017-01-01,patagonia,residentes,367007,
2017-01-01,patagonia,total,467523,
2017-02-01,buenos aires,no residentes,5,
2017-02-01,buenos aires,residentes,392,
2017-02-01,buenos aires,total,397,
2017-02-01,cordoba,no residentes,197,
2017-02-01,cordoba,residentes,2174,
2017-02-01,cordoba,total,2371,
2017-02-01,cuyo,no residentes,156,
2017-02-01,cuyo,residentes,3754,
2017-02-01,cuyo,total,3910,
2017-02-01,litoral,no residentes,50038,
2017-02-01,litoral,residentes,127218,
2017-02-01,litoral,total,177256,
2017-02-01,norte,no residentes,721,
2017-02-01,norte,residentes,10396,
2017-02-01,norte,total,11117,
2017-02-01,patagonia,no residentes,81496,
2017-02-01,patagonia,residentes,256808,
2017-02-01,patagonia,total,338304,
2017-03-01,buenos aires,no residentes,47,
2017-03-01,buenos aires,residentes,910,
2017-03-01,buenos aires,total,957,
2017-03-01,cordoba,no residentes,244,
2017-03-01,cordoba,residentes,2389,
2017-03-01,cordoba,total,2633,
2017-03-01,cuyo,no residentes,211,
2017-03-01,cuyo,residentes,2661,
2017-03-01,cuyo,total,2872,
2017-03-01,litoral,no residentes,41365,
2017-03-01,litoral,residentes,68517,
2017-03-01,litoral,total,109882,
2017-03-01,norte,no residentes,1031,
2017-03-01,norte,residentes,10650,
2017-03-01,norte,total,11681,
2017-03-01,patagonia,no residentes,56693,
2017-03-01,patagonia,residentes,127823,
2017-03-01,patagonia,total,184516,
2017-04-01,buenos aires,no residentes,14,
2017-04-01,buenos aires,residentes,1096,
2017-04-01,buenos aires,total,1110,
2017-04-01,cordoba,no residentes,263,
2017-04-01,cordoba,residentes,2492,
2017-04-01,cordoba,total,2755,
2017-04-01,cuyo,no residentes,174,
2017-04-01,cuyo,residentes,3931,
2017-04-01,cuyo,total,4105,
2017-04-01,litoral,no residentes,44767,
2017-04-01,litoral,residentes,81897,
2017-04-01,litoral,total,126664,
2017-04-01,norte,no residentes,951,
2017-04-01,norte,residentes,13275,
2017-04-01,norte,total,14226,
2017-04-01,patagonia,no residentes,31634,
2017-04-01,patagonia,residentes,78370,
2017-04-01,patagonia,total,110004,
2017-05-01,buenos aires,no residentes,1,
2017-05-01,buenos aires,residentes,632,
2017-05-01,buenos aires,total,633,
2017-05-01,cordoba,no residentes,131,
2017-05-01,cordoba,residentes,1636,
2017-05-01,cordoba,total,1767,
2017-05-01,cuyo,no residentes,108,
2017-05-01,cuyo,residentes,1914,
2017-05-01,cuyo,total,2022,
2017-05-01,litoral,no residentes,27022,
2017-05-01,litoral,residentes,53641,
2017-05-01,litoral,total,80663,
2017-05-01,norte,no residentes,687,
2017-05-01,norte,residentes,10800,
2017-05-01,norte,total,11487,
2017-05-01,patagonia,no residentes,10978,
2017-05-01,patagonia,residentes,33709,
2017-05-01,patagonia,total,44687,
2017-06-01,buenos aires,no residentes,1,
2017-06-01,buenos aires,residentes,643,
2017-06-01,buenos aires,total,644,
2017-06-01,cordoba,no residentes,139,
2017-06-01,cordoba,residentes,980,
2017-06-01,cordoba,total,1119,
2017-06-01,cuyo,no residentes,40,
2017-06-01,cuyo,residentes,1393,
2017-06-01,cuyo,total,1433,
2017-06-01,litoral,no residentes,26348,
2017-06-01,litoral,residentes,44949,
2017-06-01,litoral,total,71297,
2017-06-01,norte,no residentes,797,
2017-06-01,norte,residentes,11965,
2017-06-01,norte,total,12762,
2017-06-01,patagonia,no residentes,8862,
2017-06-01,patagonia,residentes,26906,
2017-06-01,patagonia,total,35768,
2017-07-01,buenos aires,no residentes,10,
2017-07-01,buenos aires,residentes,865,
2017-07-01,buenos aires,total,875,
2017-07-01,cordoba,no residentes,230,
2017-07-01,cordoba,residentes,2551,
2017-07-01,cordoba,total,2781,
2017-07-01,cuyo,no residentes,113,
2017-07-01,cuyo,residentes,8013,
2017-07-01,cuyo,total,8126,
2017-07-01,litoral,no residentes,43438,
2017-07-01,litoral,residentes,160562,
2017-07-01,litoral,total,204000,
2017-07-01,norte,no residentes,914,
2017-07-01,norte,residentes,27161,
2017-07-01,norte,total,28075,
2017-07-01,patagonia,no residentes,16403,
2017-07-01,patagonia,residentes,61844,
2017-07-01,patagonia,total,78247,
2017-08-01,buenos aires,no residentes,5,
2017-08-01,buenos aires,residentes,807,
2017-08-01,buenos aires,total,812,
2017-08-01,cordoba,no residentes,291,
2017-08-01,cordoba,residentes,1762,
2017-08-01,cordoba,total,2053,
2017-08-01,cuyo,no residentes,69,
2017-08-01,cuyo,residentes,2581,
2017-08-01,cuyo,total,2650,
2017-08-01,litoral,no residentes,37139,
2017-08-01,litoral,residentes,81123,
2017-08-01,litoral,total,118262,
2017-08-01,norte,no residentes,817,
2017-08-01,norte,residentes,14951,
2017-08-01,norte,total,15768,
2017-08-01,patagonia,no residentes,14636,
2017-08-01,patagonia,residentes,53361,
2017-08-01,patagonia,total,67997,
2017-09-01,buenos aires,no residentes,1,
2017-09-01,buenos aires,residentes,956,
2017-09-01,buenos aires,total,957,
2017-09-01,cordoba,no residentes,205,
2017-09-01,cordoba,residentes,1427,
2017-09-01,cordoba,total,1632,
2017-09-01,cuyo,no residentes,103,
2017-09-01,cuyo,residentes,2550,
2017-09-01,cuyo,total,2653,
2017-09-01,litoral,no residentes,40796,
2017-09-01,litoral,residentes,101292,
2017-09-01,litoral,total,142088,
2017-09-01,norte,no residentes,715,
2017-09-01,norte,residentes,14982,
2017-09-01,norte,total,15697,
2017-09-01,patagonia,no residentes,20257,
2017-09-01,patagonia,residentes,76698,
2017-09-01,patagonia,total,96955,
2017-10-01,buenos aires,no residentes,9,
2017-10-01,buenos aires,residentes,1164,
2017-10-01,buenos aires,total,1173,
2017-10-01,cordoba,no residentes,223,
2017-10-01,cordoba,residentes,2077,
2017-10-01,cordoba,total,2300,
2017-10-01,cuyo,no residentes,150,
2017-10-01,cuyo,residentes,2543,
2017-10-01,cuyo,total,2693,
2017-10-01,litoral,no residentes,46235,
2017-10-01,litoral,residentes,114161,
2017-10-01,litoral,total,160396,
2017-10-01,norte,no residentes,1055,
2017-10-01,norte,residentes,15460,
2017-10-01,norte,total,16515,
2017-10-01,patagonia,no residentes,37842,
2017-10-01,patagonia,residentes,89705,
2017-10-01,patagonia,total,127547,
2017-11-01,buenos aires,no residentes,4,
2017-11-01,buenos aires,residentes,1260,
2017-11-01,buenos aires,total,1264,
2017-11-01,cordoba,no residentes,227,
2017-11-01,cordoba,residentes,1499,
2017-11-01,cordoba,total,1726,
2017-11-01,cuyo,no residentes,217,
2017-11-01,cuyo,residentes,2663,
2017-11-01,cuyo,total,2880,
2017-11-01,litoral,no residentes,54311,
2017-11-01,litoral,residentes,94813,
2017-11-01,litoral,total,149124,
2017-11-01,norte,no residentes,910,
2017-11-01,norte,residentes,10789,
2017-11-01,norte,total,11699,
2017-11-01,patagonia,no residentes,75520,
2017-11-01,patagonia,residentes,78909,
2017-11-01,patagonia,total,154429,
2017-12-01,buenos aires,no residentes,2,
2017-12-01,buenos aires,residentes,225,
2017-12-01,buenos aires,total,227,
2017-12-01,cordoba,no residentes,201,
2017-12-01,cordoba,residentes,637,
2017-12-01,cordoba,total,838,
2017-12-01,cuyo,no residentes,160,
2017-12-01,cuyo,residentes,1324,
2017-12-01,cuyo,total,1484,
2017-12-01,litoral,no residentes,51983,
2017-12-01,litoral,residentes,62420,
2017-12-01,litoral,total,114403,
2017-12-01,norte,no residentes,705,
2017-12-01,norte,residentes,6164,
2017-12-01,norte,total,6869,
2017-12-01,patagonia,no residentes,83082,
2017-12-01,patagonia,residentes,123617,
2017-12-01,patagonia,total,206699,
2018-01-01,buenos aires,no residentes,4,
2018-01-01,buenos aires,residentes,239,
2018-01-01,buenos aires,total,243,
2018-01-01,cordoba,no residentes,239,
2018-01-01,cordoba,residentes,2663,
2018-01-01,cordoba,total,2902,
2018-01-01,cuyo,no residentes,259,
2018-01-01,cuyo,residentes,4959,
2018-01-01,cuyo,total,5218,
2018-01-01,litoral,no residentes,63482,
2018-01-01,litoral,residentes,157509,
2018-01-01,litoral,total,220991,
2018-01-01,norte,no residentes,822,
2018-01-01,norte,residentes,11560,
2018-01-01,norte,total,12382,
2018-01-01,patagonia,no residentes,103181,
2018-01-01,patagonia,residentes,337380,
2018-01-01,patagonia,total,440561,
2018-02-01,buenos aires,no residentes,1,
2018-02-01,buenos aires,residentes,897,
2018-02-01,buenos aires,total,898,
2018-02-01,cordoba,no residentes,181,
2018-02-01,cordoba,residentes,2199,
2018-02-01,cordoba,total,2380,
2018-02-01,cuyo,no residentes,64,
2018-02-01,cuyo,residentes,2418,
2018-02-01,cuyo,total,2482,
2018-02-01,litoral,no residentes,55080,
2018-02-01,litoral,residentes,133209,
2018-02-01,litoral,total,188289,
2018-02-01,norte,no residentes,571,
2018-02-01,norte,residentes,4430,
2018-02-01,norte,total,5001,
2018-02-01,patagonia,no residentes,86948,
2018-02-01,patagonia,residentes,230375,
2018-02-01,patagonia,total,317323,
2018-03-01,buenos aires,no residentes,8,
2018-03-01,buenos aires,residentes,1034,
2018-03-01,buenos aires,total,1042,
2018-03-01,cordoba,no residentes,284,
2018-03-01,cordoba,residentes,3231,
2018-03-01,cordoba,total,3515,
2018-03-01,cuyo,no residentes,116,
2018-03-01,cuyo,residentes,3105,
2018-03-01,cuyo,total,3221,
2018-03-01,litoral,no residentes,52628,
2018-03-01,litoral,residentes,94581,
2018-03-01,litoral,total,147209,
2018-03-01,norte,no residentes,904,
2018-03-01,norte,residentes,13622,
2018-03-01,norte,total,14526,
2018-03-01,patagonia,no residentes,67454,
2018-03-01,patagonia,residentes,138147,
2018-03-01,patagonia,total,205601,
2018-04-01,buenos aires,no residentes,0,
2018-04-01,buenos aires,residentes,641,
2018-04-01,buenos aires,total,641,
2018-04-01,cordoba,no residentes,220,
2018-04-01,cordoba,residentes,1488,
2018-04-01,cordoba,total,1708,
2018-04-01,cuyo,no residentes,154,
2018-04-01,cuyo,residentes,3411,
2018-04-01,cuyo,total,3565,
2018-04-01,litoral,no residentes,38392,
2018-04-01,litoral,residentes,81373,
2018-04-01,litoral,total,119765,
2018-04-01,norte,no residentes,825,
2018-04-01,norte,residentes,12601,
2018-04-01,norte,total,13426,
2018-04-01,patagonia,no residentes,29037,
2018-04-01,patagonia,residentes,87109,
2018-04-01,patagonia,total,116146,
2018-05-01,buenos aires,no residentes,0,
2018-05-01,buenos aires,residentes,819,
2018-05-01,buenos aires,total,819,
2018-05-01,cordoba,no residentes,161,
2018-05-01,cordoba,residentes,1721,
2018-05-01,cordoba,total,1882,
2018-05-01,cuyo,no residentes,147,
2018-05-01,cuyo,residentes,2204,
2018-05-01,cuyo,total,2351,
2018-05-01,litoral,no residentes,32601,
2018-05-01,litoral,residentes,57685,
2018-05-01,litoral,total,90286,
2018-05-01,norte,no residentes,558,
2018-05-01,norte,residentes,10678,
2018-05-01,norte,total,11236,
2018-05-01,patagonia,no residentes,13145,
2018-05-01,patagonia,residentes,42971,
2018-05-01,patagonia,total,56116,
2018-06-01,buenos aires,no residentes,4,
2018-06-01,buenos aires,residentes,539,
2018-06-01,buenos aires,total,543,
2018-06-01,cordoba,no residentes,65,
2018-06-01,cordoba,residentes,565,
2018-06-01,cordoba,total,630,
2018-06-01,cuyo,no residentes,47,
2018-06-01,cuyo,residentes,1364,
2018-06-01,cuyo,total,1411,
2018-06-01,litoral,no residentes,26613,
2018-06-01,litoral,residentes,51993,
2018-06-01,litoral,total,78606,
2018-06-01,norte,no residentes,617,
2018-06-01,norte,residentes,11303,
2018-06-01,norte,total,11920,
2018-06-01,patagonia,no residentes,7048,
2018-06-01,patagonia,residentes,31630,
2018-06-01,patagonia,total,38678,
2018-07-01,buenos aires,no residentes,0,
2018-07-01,buenos aires,residentes,790,
2018-07-01,buenos aires,total,790,
2018-07-01,cordoba,no residentes,244,
2018-07-01,cordoba,residentes,2592,
2018-07-01,cordoba,total,2836,
2018-07-01,cuyo,no residentes,127,
2018-07-01,cuyo,residentes,7987,
2018-07-01,cuyo,total,8114,
2018-07-01,litoral,no residentes,45937,
2018-07-01,litoral,residentes,167492,
2018-07-01,litoral,total,213429,
2018-07-01,norte,no residentes,821,
2018-07-01,norte,residentes,27093,
2018-07-01,norte,total,27914,
2018-07-01,patagonia,no residentes,16277,
2018-07-01,patagonia,residentes,74115,
2018-07-01,patagonia,total,90392,
2018-08-01,buenos aires,no residentes,6,
2018-08-01,buenos aires,residentes,1609,
2018-08-01,buenos aires,total,1615,
2018-08-01,cordoba,no residentes,176,
2018-08-01,cordoba,residentes,1682,
2018-08-01,cordoba,total,1858,
2018-08-01,cuyo,no residentes,79,
2018-08-01,cuyo,residentes,2756,
2018-08-01,cuyo,total,2835,
2018-08-01,litoral,no residentes,39256,
2018-08-01,litoral,residentes,92905,
2018-08-01,litoral,total,132161,
2018-08-01,norte,no residentes,790,
2018-08-01,norte,residentes,15220,
2018-08-01,norte,total,16010,
2018-08-01,patagonia,no residentes,18004,
2018-08-01,patagonia,residentes,61929,
2018-08-01,patagonia,total,79933,
2018-09-01,buenos aires,no residentes,2,
2018-09-01,buenos aires,residentes,1388,
2018-09-01,buenos aires,total,1390,
2018-09-01,cordoba,no residentes,220,
2018-09-01,cordoba,residentes,1823,
2018-09-01,cordoba,total,2043,
2018-09-01,cuyo,no residentes,195,
2018-09-01,cuyo,residentes,2847,
